char_id,gender,race,class,territory,creation_date,class_mastery_date,total_kills,total_deaths
25301,F,E,C,5,2017-03-21,2018-04-29,12,13
25302,F,A,A,11,2017-01-21,2018-12-10,17,4
25303,N,C,R,13,2017-03-08,2018-10-16,10,14
25304,M,B,T,2,2017-01-24,2018-01-29,10,8
25305,F,B,C,3,2017-05-26,2018-07-17,8,8
25306,M,A,T,11,2017-12-15,2018-12-21,12,13
25307,M,A,W,16,2017-02-14,2018-10-30,11,19
25308,M,A,T,14,2017-06-06,2018-08-21,10,6
25309,M,C,W,14,2017-03-24,2018-04-13,7,5
25310,M,C,W,17,2017-12-07,2018-10-03,7,9
25311,F,B,W,13,2017-03-18,2018-10-05,6,11
25312,F,D,T,0,2017-06-22,2018-06-01,9,8
25313,F,B,C,15,2017-03-20,2018-08-22,10,8
25314,F,A,W,13,2017-05-14,2018-03-22,10,8
25315,M,A,C,9,2017-10-17,2018-12-15,10,13
25316,F,D,A,0,2017-05-21,2018-07-10,22,11
25317,F,D,W,8,2017-10-03,2018-11-22,9,5
25318,F,A,A,15,2017-05-07,2018-12-18,12,15
25319,M,A,T,18,2017-02-21,2018-09-09,9,11
25320,N,B,A,5,2017-02-25,2018-08-17,11,6
25321,M,A,T,3,2017-07-05,2018-09-18,11,7
25322,F,A,C,16,2017-05-10,2018-10-11,12,7
25323,F,D,C,7,2017-06-08,2018-07-01,8,9
25324,M,C,W,19,2017-07-15,2018-02-08,11,10
25325,F,A,T,13,2017-10-09,2018-04-08,9,9
25326,M,A,R,14,2017-10-28,2018-05-26,6,9
25327,F,B,A,3,2017-01-23,2018-05-11,11,6
25328,F,D,W,19,2017-03-27,2018-08-09,9,12
25329,F,A,T,4,2017-09-15,2018-11-25,15,11
25330,F,A,C,10,2017-10-29,2018-07-15,8,6
25331,N,A,W,3,2017-06-21,2018-06-25,9,8
25332,F,B,T,14,2017-10-04,2018-12-26,10,8
25333,F,B,W,10,2017-01-30,2018-10-04,10,9
25334,M,B,C,9,2017-09-15,2018-10-12,7,10
25335,N,E,A,2,2017-03-16,2018-04-12,11,10
25336,M,C,A,13,2017-02-06,2018-07-28,10,14
25337,F,B,R,18,2017-12-05,2018-04-08,9,10
25338,M,B,W,9,2017-03-12,2018-12-22,8,12
25339,M,B,T,4,2017-06-18,2018-06-21,9,13
25340,F,C,A,17,2017-03-02,2018-07-09,7,7
25341,M,B,H,13,2017-08-02,2018-01-04,5,5
25342,M,A,A,16,2017-06-10,2018-09-21,8,8
25343,F,C,A,15,2017-07-25,2018-08-10,4,13
25344,M,A,T,19,2017-03-31,2018-11-17,10,5
25345,M,A,A,14,2017-01-21,2018-01-11,8,10
25346,M,A,W,13,2017-07-21,2018-10-04,12,9
25347,N,A,A,14,2017-09-06,2018-05-28,11,5
25348,M,A,A,10,2017-11-04,2018-01-11,3,6
25349,N,E,W,19,2017-05-06,2018-11-18,13,11
25350,F,A,W,11,2017-12-16,2018-09-12,13,10
25351,M,A,C,4,2017-10-22,2018-12-17,10,10
25352,N,D,T,19,2017-09-15,2018-05-20,11,7
25353,F,E,W,11,2017-11-09,2018-11-12,8,10
25354,F,B,R,11,2017-03-09,2018-04-28,12,7
25355,F,B,T,9,2017-07-14,2018-08-12,11,13
25356,M,B,R,16,2017-09-17,2018-09-24,9,4
25357,F,C,A,2,2017-01-14,2018-06-16,12,8
25358,M,A,A,4,2017-02-26,2018-06-03,9,9
25359,M,D,A,14,2017-11-10,2018-07-04,10,8
25360,F,C,R,9,2017-04-30,2018-09-22,10,11
25361,N,A,T,2,2017-04-24,2018-06-02,12,8
25362,F,D,R,9,2017-03-27,2018-10-19,12,8
25363,M,C,T,1,2017-06-12,2018-02-16,9,10
25364,M,B,A,12,2017-12-13,2018-04-13,6,10
25365,M,B,T,17,2017-07-14,2018-04-28,13,10
25366,M,B,W,3,2017-03-31,2018-10-24,6,6
25367,F,C,C,17,2017-05-30,2018-02-03,7,15
25368,F,B,A,11,2017-02-07,2018-09-23,10,13
25369,M,A,W,9,2017-11-22,2018-12-12,11,11
25370,F,C,T,16,2017-08-10,2018-10-05,7,19
25371,F,C,T,18,2017-09-12,2018-09-10,9,11
25372,M,B,A,5,2017-07-08,2018-12-16,7,11
25373,F,A,H,16,2017-06-07,2018-04-13,11,12
25374,F,A,C,16,2017-05-28,2018-08-04,8,10
25375,M,B,W,1,2017-12-04,2018-06-21,14,7
25376,F,B,W,10,2017-12-24,2018-02-02,13,8
25377,F,C,W,7,2017-12-20,2018-11-19,10,8
25378,F,D,C,16,2017-11-06,2018-09-26,7,10
25379,F,C,W,14,2017-02-03,2018-10-02,10,13
25380,N,A,R,18,2017-04-19,2018-08-27,15,13
25381,F,A,W,2,2017-11-03,2018-07-27,12,9
25382,F,A,C,6,2017-02-17,2018-09-28,12,12
25383,N,B,W,4,2017-03-20,2018-08-24,11,9
25384,F,A,C,2,2017-03-21,2018-12-27,6,6
25385,F,B,W,11,2017-12-30,2018-05-11,18,10
25386,F,B,T,12,2017-09-22,2018-01-26,7,8
25387,N,A,C,17,2017-06-29,2018-03-10,13,9
25388,N,B,H,13,2017-08-29,2018-12-18,11,7
25389,F,C,T,19,2017-06-10,2018-01-09,7,9
25390,M,B,W,13,2017-07-02,2018-11-23,14,11
25391,M,B,A,13,2017-12-18,2018-02-05,12,12
25392,F,C,A,17,2017-10-30,2018-02-14,7,8
25393,F,A,C,14,2017-10-29,2018-03-10,7,14
25394,M,B,C,12,2017-03-02,2018-11-06,15,9
25395,F,B,A,0,2017-12-30,2018-05-15,11,9
25396,M,B,W,15,2017-08-03,2018-06-04,5,10
25397,N,B,C,1,2017-11-19,2018-06-18,6,8
25398,F,A,T,12,2017-03-04,2018-01-25,16,12
25399,M,B,T,19,2017-03-24,2018-12-05,8,10
25400,M,A,T,9,2017-03-02,2018-04-24,13,7
25401,M,B,W,6,2017-04-12,2018-04-12,12,7
25402,F,B,A,16,2017-09-29,2018-06-28,8,13
25403,F,C,W,11,2017-08-06,2018-02-07,15,10
25404,M,D,C,7,2017-10-01,2018-07-25,6,12
25405,F,B,W,19,2017-12-14,2018-11-04,7,7
25406,F,A,T,12,2017-03-26,2018-12-16,8,12
25407,F,B,W,5,2017-07-14,2018-11-20,9,10
25408,M,A,C,9,2017-11-26,2018-04-24,11,5
25409,F,D,W,15,2017-10-04,2018-07-10,9,4
25410,F,D,W,11,2017-04-30,2018-04-06,10,12
25411,F,B,A,15,2017-02-19,2018-10-16,8,8
25412,M,A,T,0,2017-06-28,2018-02-04,11,13
25413,F,C,T,3,2017-11-04,2018-05-03,8,8
25414,M,D,W,7,2017-05-23,2018-10-01,8,10
25415,M,B,T,19,2017-03-23,2018-12-08,6,14
25416,M,D,T,11,2017-06-15,2018-11-14,12,13
25417,M,A,C,8,2017-01-06,2018-03-31,12,9
25418,F,C,W,13,2017-07-14,2018-12-02,14,10
25419,F,B,R,3,2017-09-12,2018-05-31,15,12
25420,F,B,A,8,2017-11-19,2018-09-14,12,7
25421,F,D,W,7,2017-01-20,2018-08-17,15,8
25422,F,B,W,15,2017-05-31,2018-09-07,12,10
25423,M,B,C,2,2017-04-23,2018-03-02,13,9
25424,F,B,H,17,2017-01-16,2018-06-27,9,9
25425,F,C,R,18,2017-01-06,2018-02-22,14,9
25426,M,A,W,14,2017-06-11,2018-03-18,10,15
25427,F,C,W,5,2017-02-04,2018-08-15,7,11
25428,F,A,C,12,2017-05-30,2018-02-16,13,11
25429,F,D,A,4,2017-10-12,2018-03-07,11,13
25430,M,B,H,5,2017-12-04,2018-09-30,10,13
25431,M,A,T,15,2017-06-21,2018-11-24,7,6
25432,M,A,H,18,2017-06-29,2018-12-27,10,12
25433,M,C,C,0,2017-08-13,2018-03-01,12,14
25434,M,A,C,3,2017-06-06,2018-03-28,10,12
25435,M,D,A,5,2017-05-04,2018-12-06,8,7
25436,M,B,R,10,2017-01-10,2018-05-01,4,11
25437,F,A,T,6,2017-02-23,2018-01-22,10,10
25438,F,C,W,7,2017-04-01,2018-11-06,11,8
25439,F,B,W,2,2017-07-28,2018-11-22,7,11
25440,F,B,R,16,2017-04-22,2018-05-25,13,8
25441,N,B,W,18,2017-07-26,2018-11-13,6,9
25442,F,D,R,11,2017-08-17,2018-07-30,13,10
25443,F,B,A,6,2017-08-29,2018-02-10,9,11
25444,M,B,R,0,2017-11-05,2018-09-03,13,5
25445,F,A,W,11,2017-10-31,2018-07-01,13,11
25446,M,E,A,5,2017-02-06,2018-06-24,8,14
25447,F,B,T,2,2017-11-19,2018-12-20,10,14
25448,M,B,T,14,2017-09-10,2018-12-29,9,5
25449,F,C,C,9,2017-06-26,2018-09-01,9,10
25450,N,C,A,5,2017-02-13,2018-09-28,8,12
25451,F,B,T,17,2017-06-11,2018-10-02,13,12
25452,M,A,R,19,2017-08-03,2018-08-10,15,10
25453,F,D,T,6,2017-01-22,2018-05-25,10,9
25454,N,A,T,13,2017-07-01,2018-06-01,11,16
25455,M,C,W,15,2017-03-20,2018-12-24,9,9
25456,F,E,C,16,2017-02-09,2018-11-28,12,9
25457,F,C,A,18,2017-11-03,2018-12-18,7,12
25458,N,B,A,3,2017-02-19,2018-03-24,3,11
25459,F,C,A,4,2017-09-04,2018-10-23,7,5
25460,N,C,R,12,2017-04-03,2018-12-31,16,7
25461,F,C,T,11,2017-08-23,2018-02-09,16,11
25462,F,D,C,6,2017-11-19,2018-09-20,8,13
25463,F,B,W,18,2017-05-02,2018-01-27,9,7
25464,M,C,W,12,2017-01-11,2018-07-15,14,11
25465,M,A,R,3,2017-09-09,2018-01-09,10,8
25466,M,E,C,11,2017-11-15,2018-12-25,8,9
25467,M,B,T,18,2017-04-29,2018-12-05,10,14
25468,F,C,C,17,2017-12-27,2018-08-09,8,12
25469,M,E,T,2,2017-12-02,2018-10-17,16,7
25470,M,E,T,10,2017-02-06,2018-02-13,13,8
25471,F,A,A,5,2017-07-12,2018-06-27,11,6
25472,F,A,R,12,2017-07-30,2018-08-17,8,7
25473,N,A,H,18,2017-07-30,2018-05-09,12,10
25474,F,B,C,6,2017-09-13,2018-05-08,18,11
25475,M,C,A,8,2017-09-26,2018-02-27,8,8
25476,N,B,A,16,2017-11-11,2018-10-18,3,6
25477,M,C,A,11,2017-01-01,2018-07-06,15,8
25478,M,B,T,17,2017-05-01,2018-05-10,10,13
25479,F,D,T,2,2017-03-01,2018-09-07,9,9
25480,M,B,W,19,2017-03-05,2018-01-03,9,8
25481,M,B,R,3,2017-12-21,2018-12-14,10,12
25482,N,B,C,14,2017-11-13,2018-05-23,10,11
25483,F,D,A,6,2017-12-12,2018-02-03,15,12
25484,M,B,W,7,2017-01-11,2018-07-15,6,4
25485,F,B,W,0,2017-01-28,2018-09-06,10,10
25486,M,B,T,2,2017-09-19,2018-11-24,5,6
25487,F,D,W,16,2017-01-03,2018-10-19,10,9
25488,M,B,C,5,2017-10-22,2018-08-02,12,7
25489,M,C,C,1,2017-12-17,2018-06-26,6,8
25490,M,B,R,4,2017-06-15,2018-02-20,7,5
25491,M,C,A,16,2017-11-11,2018-02-20,5,13
25492,N,B,C,12,2017-12-27,2018-03-26,15,6
25493,M,B,T,2,2017-07-17,2018-10-09,11,9
25494,F,A,W,16,2017-07-10,2018-05-17,12,15
25495,F,C,T,12,2017-09-21,2018-12-17,8,9
25496,M,C,W,1,2017-06-18,2018-11-11,11,7
25497,N,A,W,9,2017-08-08,2018-07-23,8,6
25498,F,C,W,14,2017-09-14,2018-02-25,15,6
25499,F,B,W,13,2017-01-22,2018-02-26,10,11
25500,M,B,W,2,2017-10-06,2018-04-16,14,7
25501,F,D,R,13,2017-08-25,2018-09-01,12,11
25502,M,C,T,19,2017-01-12,2018-07-14,7,14
25503,F,A,W,10,2017-09-22,2018-09-12,8,13
25504,F,A,W,9,2017-02-20,2018-12-05,12,8
25505,F,A,W,17,2017-10-28,2018-09-13,7,14
25506,F,A,C,6,2017-05-02,2018-10-28,6,11
25507,F,B,C,14,2017-03-21,2018-02-15,9,5
25508,M,B,T,5,2017-07-18,2018-02-02,10,13
25509,M,B,A,12,2017-08-25,2018-03-28,7,5
25510,F,C,T,16,2017-01-11,2018-08-10,9,11
25511,M,A,R,7,2017-08-22,2018-09-14,12,6
25512,F,D,R,4,2017-06-23,2018-01-31,9,13
25513,M,D,W,16,2017-01-25,2018-04-07,11,10
25514,M,B,T,16,2017-01-15,2018-02-28,12,14
25515,F,B,T,5,2017-09-30,2018-10-27,13,16
25516,F,B,W,3,2017-12-20,2018-12-08,12,16
25517,F,B,T,6,2017-08-29,2018-07-17,5,12
25518,M,B,A,0,2017-10-13,2018-07-16,8,12
25519,N,A,R,13,2017-04-19,2018-09-17,13,4
25520,M,A,C,16,2017-07-16,2018-09-26,6,7
25521,F,B,T,6,2017-11-27,2018-03-25,9,8
25522,F,B,W,5,2017-06-27,2018-01-26,13,10
25523,F,A,H,16,2017-12-17,2018-01-03,9,13
25524,F,B,W,4,2017-06-23,2018-06-09,5,6
25525,F,B,A,18,2017-03-11,2018-05-03,6,13
25526,M,B,C,8,2017-05-11,2018-12-11,6,14
25527,F,D,A,13,2017-09-03,2018-08-13,14,7
25528,N,A,A,4,2017-07-10,2018-08-18,11,11
25529,F,D,R,9,2017-08-10,2018-10-19,14,5
25530,N,E,T,1,2017-02-23,2018-05-14,9,11
25531,F,A,T,16,2017-05-18,2018-09-05,13,10
25532,M,B,W,16,2017-06-19,2018-01-23,11,13
25533,F,B,A,19,2017-10-16,2018-07-03,9,10
25534,M,B,C,12,2017-10-11,2018-03-04,12,9
25535,F,C,W,1,2017-04-21,2018-02-26,5,16
25536,F,A,W,3,2017-07-03,2018-03-22,16,8
25537,M,A,T,7,2017-12-03,2018-07-15,11,9
25538,N,B,W,15,2017-02-20,2018-03-18,11,12
25539,M,A,T,16,2017-05-18,2018-01-16,14,10
25540,F,A,T,15,2017-07-08,2018-06-13,7,11
25541,M,B,T,0,2017-02-19,2018-08-29,15,7
25542,M,A,A,16,2017-05-11,2018-01-05,14,11
25543,F,C,W,1,2017-01-18,2018-09-10,11,12
25544,F,D,C,16,2017-10-02,2018-07-16,9,10
25545,F,B,W,8,2017-12-19,2018-04-06,12,11
25546,M,B,C,4,2017-04-07,2018-12-06,10,13
25547,M,B,A,18,2017-01-22,2018-04-25,14,8
25548,M,B,W,8,2017-09-03,2018-01-20,8,15
25549,F,D,W,3,2017-06-29,2018-03-19,10,9
25550,M,C,R,2,2017-04-04,2018-08-14,13,11
25551,F,B,C,5,2017-03-03,2018-01-01,5,18
25552,M,D,A,9,2017-07-15,2018-04-23,10,15
25553,F,A,W,5,2017-08-06,2018-10-19,14,10
25554,M,C,A,18,2017-04-27,2018-01-31,12,12
25555,M,D,T,9,2017-02-23,2018-11-07,14,12
25556,F,B,T,19,2017-10-02,2018-04-28,8,8
25557,M,E,A,19,2017-12-08,2018-03-14,10,5
25558,F,C,W,11,2017-01-13,2018-08-07,8,13
25559,N,C,A,9,2017-04-27,2018-05-21,8,12
25560,F,E,W,6,2017-11-05,2018-10-01,10,2
25561,N,C,T,9,2017-02-05,2018-04-10,10,15
25562,M,A,A,12,2017-08-18,2018-12-28,12,8
25563,M,A,A,4,2017-12-08,2018-08-02,16,19
25564,M,B,R,4,2017-02-23,2018-02-03,14,13
25565,F,D,A,6,2017-06-26,2018-03-29,6,9
25566,M,A,W,19,2017-06-21,2018-05-05,12,14
25567,F,A,H,4,2017-02-20,2018-09-08,14,18
25568,F,A,W,16,2017-11-09,2018-07-23,8,6
25569,M,D,H,15,2017-05-27,2018-04-11,7,9
25570,M,D,H,3,2017-04-09,2018-12-21,7,5
25571,M,A,A,16,2017-04-07,2018-09-12,10,10
25572,M,D,A,15,2017-07-10,2018-11-30,11,14
25573,F,B,A,16,2017-05-29,2018-11-05,9,9
25574,M,D,A,6,2017-03-16,2018-03-20,13,6
25575,M,B,C,0,2017-07-14,2018-10-01,12,13
25576,M,A,W,1,2017-07-06,2018-05-29,7,11
25577,F,A,T,13,2017-07-17,2018-05-17,8,10
25578,F,C,W,5,2017-09-27,2018-08-07,9,18
25579,M,B,T,12,2017-07-14,2018-06-12,8,9
25580,F,C,W,4,2017-12-20,2018-08-20,7,5
25581,M,C,T,5,2017-06-27,2018-02-03,11,10
25582,F,A,W,15,2017-12-15,2018-07-04,10,10
25583,M,B,T,19,2017-04-08,2018-09-22,8,9
25584,N,E,T,5,2017-05-08,2018-07-07,7,14
25585,M,D,R,4,2017-07-16,2018-06-02,11,3
25586,N,B,C,11,2017-07-06,2018-03-25,8,10
25587,M,C,H,19,2017-09-23,2018-01-09,12,4
25588,M,D,W,11,2017-01-18,2018-11-12,6,16
25589,F,A,C,18,2017-10-27,2018-04-21,13,7
25590,M,B,H,17,2017-10-22,2018-06-30,12,9
25591,M,A,A,8,2017-07-02,2018-07-09,13,5
25592,F,C,C,7,2017-12-10,2018-02-23,5,5
25593,F,D,W,16,2017-02-20,2018-06-25,11,8
25594,F,C,A,7,2017-12-05,2018-09-23,13,10
25595,F,C,T,19,2017-03-12,2018-02-09,15,10
25596,M,B,H,14,2017-01-14,2018-02-20,9,6
25597,M,C,H,14,2017-11-21,2018-12-26,6,11
25598,F,B,A,14,2017-06-22,2018-06-13,12,14
25599,M,B,W,3,2017-08-31,2018-12-16,9,9
25600,M,D,T,0,2017-01-18,2018-02-24,9,5
25601,F,A,T,5,2017-03-26,2018-03-23,13,7
25602,F,C,T,9,2017-03-13,2018-01-26,10,10
25603,F,A,W,17,2017-10-19,2018-01-12,6,7
25604,N,A,R,4,2017-01-15,2018-05-04,9,11
25605,F,B,T,7,2017-12-31,2018-04-09,7,18
25606,F,D,R,18,2017-06-12,2018-03-26,11,6
25607,F,A,H,3,2017-04-02,2018-07-26,3,13
25608,F,A,R,5,2017-07-18,2018-04-26,10,11
25609,M,D,W,9,2017-01-21,2018-06-19,8,7
25610,M,A,A,17,2017-02-08,2018-02-11,11,12
25611,M,B,C,3,2017-04-03,2018-09-17,7,9
25612,F,C,C,5,2017-11-01,2018-04-06,10,5
25613,M,D,W,10,2017-07-19,2018-10-28,10,10
25614,F,B,W,9,2017-12-19,2018-07-06,6,7
25615,M,D,T,10,2017-09-24,2018-12-09,11,12
25616,N,A,R,1,2017-01-15,2018-05-17,7,10
25617,M,A,A,1,2017-08-02,2018-06-15,11,8
25618,M,A,A,2,2017-01-16,2018-10-20,10,11
25619,M,B,A,13,2017-09-25,2018-06-26,11,14
25620,M,C,T,13,2017-09-03,2018-04-16,21,7
25621,F,D,T,7,2017-08-29,2018-09-29,6,11
25622,M,C,W,2,2017-04-17,2018-07-04,6,20
25623,F,B,H,2,2017-07-19,2018-12-04,5,13
25624,M,B,A,18,2017-08-10,2018-07-21,10,13
25625,F,A,T,2,2017-09-07,2018-01-10,10,8
25626,F,B,W,5,2017-12-20,2018-03-08,9,8
25627,F,B,W,11,2017-10-01,2018-02-24,10,7
25628,F,C,R,18,2017-02-17,2018-12-15,10,8
25629,M,C,T,5,2017-08-01,2018-02-08,22,9
25630,M,C,H,16,2017-08-03,2018-11-22,4,10
25631,M,A,A,7,2017-09-29,2018-06-02,11,15
25632,M,C,R,2,2017-05-07,2018-07-17,13,9
25633,F,A,T,4,2017-03-05,2018-08-11,14,19
25634,F,B,T,4,2017-05-24,2018-03-24,6,5
25635,M,C,W,10,2017-02-17,2018-02-21,12,14
25636,N,B,C,17,2017-07-31,2018-04-28,10,4
25637,M,B,R,14,2017-10-15,2018-12-31,13,11
25638,M,C,A,1,2017-03-03,2018-06-16,3,13
25639,M,C,W,18,2017-06-27,2018-02-08,14,9
25640,M,B,H,17,2017-05-20,2018-01-02,6,9
25641,N,D,W,7,2017-01-08,2018-06-03,9,10
25642,M,B,W,15,2017-11-13,2018-09-01,8,11
25643,N,B,C,3,2017-10-11,2018-12-13,12,7
25644,F,D,C,18,2017-02-13,2018-08-03,6,15
25645,M,A,W,7,2017-10-04,2018-10-09,11,8
25646,F,D,C,16,2017-03-10,2018-03-09,11,10
25647,F,C,W,5,2017-08-04,2018-09-06,5,8
25648,F,B,T,14,2017-09-16,2018-01-29,9,10
25649,M,C,R,10,2017-09-23,2018-03-05,5,6
25650,F,A,A,0,2017-10-24,2018-12-05,6,12
25651,F,B,A,6,2017-01-06,2018-07-03,13,6
25652,N,B,A,1,2017-10-22,2018-12-04,10,10
25653,F,C,A,17,2017-08-27,2018-12-31,4,11
25654,M,C,C,12,2017-11-19,2018-07-01,5,7
25655,F,C,R,14,2017-02-26,2018-03-13,8,8
25656,M,A,T,0,2017-11-02,2018-07-07,13,12
25657,N,D,H,12,2017-05-20,2018-11-15,12,11
25658,M,B,T,9,2017-01-19,2018-06-19,7,12
25659,M,A,W,13,2017-04-20,2018-10-28,10,7
25660,F,D,T,5,2017-03-18,2018-12-29,7,10
25661,F,C,W,11,2017-04-13,2018-11-10,6,14
25662,F,B,C,11,2017-11-09,2018-01-19,10,7
25663,F,D,C,14,2017-12-29,2018-11-13,13,10
25664,F,C,A,7,2017-01-25,2018-09-05,9,7
25665,F,C,A,15,2017-08-13,2018-05-26,5,10
25666,M,C,T,5,2017-08-09,2018-11-28,11,8
25667,N,C,C,9,2017-09-30,2018-08-01,10,5
25668,M,A,T,12,2017-05-08,2018-06-02,7,18
25669,F,A,T,9,2017-08-31,2018-05-07,12,9
25670,F,A,C,17,2017-04-06,2018-07-07,14,14
25671,M,B,W,10,2017-02-08,2018-08-20,8,11
25672,F,C,A,4,2017-02-01,2018-03-24,7,8
25673,F,B,W,19,2017-09-24,2018-10-30,14,8
25674,M,A,T,10,2017-09-29,2018-05-23,11,10
25675,M,D,T,17,2017-02-10,2018-05-09,8,13
25676,F,B,A,18,2017-04-13,2018-07-01,13,7
25677,M,D,W,3,2017-01-02,2018-12-09,9,8
25678,F,C,W,19,2017-05-01,2018-03-04,6,6
25679,F,B,A,17,2017-02-09,2018-08-06,13,13
25680,F,A,W,6,2017-03-25,2018-06-24,10,14
25681,F,C,A,12,2017-06-19,2018-10-16,8,7
25682,F,B,C,18,2017-03-14,2018-01-06,11,5
25683,M,B,C,6,2017-06-28,2018-04-07,12,7
25684,F,A,T,3,2017-06-30,2018-01-02,11,8
25685,F,C,T,19,2017-04-11,2018-01-12,13,12
25686,M,B,T,3,2017-06-06,2018-12-05,9,12
25687,F,A,T,1,2017-05-30,2018-02-27,10,11
25688,F,D,T,5,2017-05-19,2018-12-10,14,8
25689,F,B,W,2,2017-12-07,2018-12-25,8,7
25690,F,B,T,7,2017-08-11,2018-10-12,11,7
25691,N,B,W,14,2017-05-24,2018-09-30,8,11
25692,M,A,C,5,2017-07-09,2018-06-04,14,11
25693,F,B,C,14,2017-06-05,2018-04-03,10,12
25694,M,A,T,17,2017-05-10,2018-01-01,9,7
25695,F,B,A,11,2017-12-10,2018-09-20,7,18
25696,F,A,T,3,2017-08-05,2018-08-01,11,12
25697,M,B,T,19,2017-10-19,2018-09-12,11,4
25698,F,C,W,8,2017-08-01,2018-08-22,11,13
25699,F,B,T,13,2017-11-13,2018-09-06,15,8
25700,F,A,T,9,2017-08-23,2018-10-14,8,14
25701,M,B,T,0,2017-10-04,2018-03-08,6,11
25702,M,B,T,19,2017-09-23,2018-01-02,8,5
25703,F,B,W,4,2017-12-05,2018-10-27,10,6
25704,M,C,W,17,2017-10-14,2018-09-20,18,8
25705,F,B,A,6,2017-01-10,2018-07-31,6,10
25706,M,B,C,3,2017-12-10,2018-10-26,10,9
25707,M,A,W,19,2017-04-30,2018-05-08,8,11
25708,F,C,T,4,2017-01-09,2018-05-04,10,15
25709,M,C,T,0,2017-08-15,2018-01-27,9,18
25710,M,A,A,0,2017-11-03,2018-04-08,8,9
25711,F,A,A,1,2017-11-10,2018-08-17,10,4
25712,M,C,T,10,2017-01-17,2018-07-01,9,11
25713,M,A,W,1,2017-09-08,2018-02-19,7,12
25714,F,B,W,14,2017-09-12,2018-06-22,13,7
25715,M,A,W,18,2017-04-08,2018-01-06,9,5
25716,F,B,T,8,2017-07-25,2018-04-14,10,10
25717,M,D,A,4,2017-03-19,2018-06-15,6,7
25718,M,C,T,16,2017-06-30,2018-02-01,9,6
25719,F,B,R,6,2017-07-21,2018-10-13,6,8
25720,M,A,T,3,2017-04-10,2018-03-24,12,12
25721,M,C,W,2,2017-02-17,2018-09-03,20,9
25722,M,C,A,1,2017-03-19,2018-04-09,12,17
25723,M,D,C,16,2017-10-24,2018-05-02,9,9
25724,M,B,T,2,2017-06-24,2018-08-17,12,11
25725,M,A,T,18,2017-04-17,2018-08-06,13,5
25726,F,D,A,6,2017-11-13,2018-10-06,10,8
25727,M,E,T,5,2017-12-05,2018-12-26,10,18
25728,M,A,T,10,2017-06-08,2018-04-08,10,10
25729,M,A,H,15,2017-02-27,2018-09-06,16,11
25730,M,E,T,6,2017-04-27,2018-02-18,15,11
25731,F,B,R,1,2017-04-27,2018-01-26,6,7
25732,F,A,T,6,2017-02-08,2018-03-07,6,13
25733,M,B,W,17,2017-09-10,2018-02-13,9,9
25734,M,E,A,15,2017-04-22,2018-10-08,7,8
25735,M,B,T,17,2017-10-04,2018-10-14,15,8
25736,F,A,W,19,2017-07-14,2018-10-28,10,7
25737,F,C,C,11,2017-07-29,2018-06-08,10,12
25738,F,A,T,3,2017-08-24,2018-05-21,12,11
25739,M,C,A,5,2017-03-14,2018-08-15,16,10
25740,F,C,W,3,2017-11-23,2018-05-01,12,8
25741,M,E,C,11,2017-04-18,2018-12-19,8,11
25742,M,A,T,10,2017-10-14,2018-08-20,11,9
25743,F,D,A,17,2017-04-28,2018-02-22,15,13
25744,F,A,A,15,2017-08-06,2018-10-26,9,10
25745,N,A,A,18,2017-12-25,2018-06-21,5,4
25746,M,B,H,6,2017-02-23,2018-08-22,7,9
25747,N,A,W,10,2017-10-24,2018-05-19,11,6
25748,M,D,A,5,2017-02-23,2018-11-09,10,11
25749,N,E,A,18,2017-01-21,2018-04-22,12,10
25750,M,D,T,8,2017-01-14,2018-01-03,11,9
25751,M,B,T,7,2017-12-08,2018-01-22,8,11
25752,M,C,W,18,2017-10-25,2018-06-22,11,9
25753,F,A,W,0,2017-08-04,2018-09-12,16,6
25754,F,E,T,6,2017-09-28,2018-01-06,11,12
25755,F,A,T,18,2017-01-31,2018-02-06,8,8
25756,N,A,W,6,2017-08-21,2018-05-28,9,5
25757,M,B,C,15,2017-07-31,2018-12-08,5,10
25758,M,C,A,9,2017-07-29,2018-09-17,6,10
25759,F,B,W,4,2017-07-25,2018-05-24,6,10
25760,N,B,A,2,2017-12-01,2018-02-10,13,5
25761,M,B,T,14,2017-04-20,2018-11-19,14,10
25762,F,D,T,8,2017-12-10,2018-12-05,12,13
25763,M,B,W,19,2017-01-03,2018-09-15,11,10
25764,F,A,C,9,2017-06-10,2018-12-27,18,13
25765,M,C,R,7,2017-03-14,2018-05-17,6,7
25766,M,B,W,3,2017-10-09,2018-06-04,9,13
25767,F,A,W,16,2017-09-20,2018-05-13,9,6
25768,M,A,C,16,2017-05-22,2018-06-20,15,10
25769,M,B,W,11,2017-01-13,2018-12-26,8,9
25770,F,A,A,8,2017-04-30,2018-08-31,13,10
25771,F,A,R,15,2017-07-04,2018-09-28,9,6
25772,M,B,T,2,2017-05-16,2018-01-08,16,11
25773,F,B,W,0,2017-03-06,2018-01-03,7,7
25774,M,A,T,11,2017-02-11,2018-11-09,11,11
25775,M,C,C,7,2017-07-12,2018-09-13,3,13
25776,M,A,T,4,2017-07-18,2018-12-07,11,13
25777,N,C,R,19,2017-08-09,2018-10-01,4,11
25778,N,C,W,1,2017-04-13,2018-12-15,6,10
25779,N,A,C,4,2017-11-18,2018-03-21,9,13
25780,M,E,C,18,2017-09-16,2018-06-03,11,9
25781,F,A,W,2,2017-08-22,2018-12-29,9,7
